Current Loan Amount,Term-Long Term,Term-Short Term,Credit Score,Annual Income,Years in current job-< 1 year,Years in current job-1 year,Years in current job-10+ years,Years in current job-2 years,Years in current job-3 years,Years in current job-4 years,Years in current job-5 years,Years in current job-6 years,Years in current job-7 years,Years in current job-8 years,Years in current job-9 years,Years in current job-n/a,Home Ownership-HaveMortgage,Home Ownership-Home Mortgage,Home Ownership-Own Home,Home Ownership-Rent,Purpose-Business Loan,Purpose-Buy a Car,Purpose-Buy House,Purpose-Debt Consolidation,Purpose-Educational Expenses,Purpose-Home Improvements,Purpose-major_purchase,Purpose-Medical Bills,Purpose-moving,Purpose-other,Purpose-Other,Purpose-renewable_energy,Purpose-small_business,Purpose-Take a Trip,Purpose-vacation,Purpose-wedding,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Scored Labels,Scored Probabilities
328614,0,1,707,794656,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12714.42,20,NA,13,0,419710,880396,0,0,1,0.860003471374512
99999999,0,1,712,1874920,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10452.66,22.4,19,5,3,159239,312510,0,3,1,0.999359667301178
54736,0,1,707,1550362,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29844.63,18,82,12,0,772806,963204,0,0,1,0.83781623840332
71962,0,1,743,310783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,388.55,30.4,NA,7,1,30438,244750,1,0,1,0.841991424560547
180026,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13863.73,8.7,NA,11,0,210615,258874,0,0,1,0.682467877864838
324632,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16335.25,19.5,16,10,0,257925,449768,0,0,1,0.761996984481812
120736,0,1,725,1137606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6598.13,16.3,5,14,0,144704,504680,0,0,1,0.862986326217651
99999999,0,1,675,782686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13892.61,6.4,NA,12,0,66006,250580,0,0,1,0.998545944690704
259908,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16203.58,16.1,NA,7,0,110580,158092,0,0,1,0.768259763717651
99999999,0,1,721,661808,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14725.19,13.7,77,18,0,323380,455510,0,0,1,0.999614477157593
539836,1,0,720,1995399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31261.08,24.5,33,9,0,300694,399278,0,0,1,0.828448235988617
518804,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26183.9,22.1,NA,15,0,386612,1695628,0,0,1,0.811559438705444
99999999,0,1,728,775276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14536.52,9.8,NA,15,0,334628,646844,0,0,1,0.998927354812622
99999999,0,1,742,2406825,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22463.7,13.6,NA,10,1,580963,1067792,1,0,1,0.99949437379837
468754,0,1,746,1773517,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36061.62,31.4,NA,8,2,692949,1582548,0,2,1,0.90701687335968
430628,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11365.8,15.4,NA,7,0,338428,876678,0,0,1,0.807012856006622
213004,1,0,731,1316814,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13870.38,22.1,51,14,0,160341,1355156,0,0,0,0.401922672986984
235026,1,0,724,966530,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15142.24,10.3,NA,10,0,52934,255332,0,0,1,0.812632620334625
517484,0,1,748,1955309,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22160.08,19.2,NA,20,0,291099,1353660,0,0,1,0.907561242580414
99999999,0,1,709,755060,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15227.17,14.3,NA,13,0,220286,362824,0,0,1,0.999360382556915
240548,1,0,695,1556974,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33345,26,36,32,1,294614,1176274,0,0,1,0.823254346847534
781946,1,0,643,1736505,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29810.05,30.1,2,8,0,64619,82676,0,0,1,0.642583966255188
99999999,0,1,745,728992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15430.47,21.5,36,11,1,69407,275220,1,0,1,0.999182641506195
761684,0,1,747,1597558,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23696.99,25,NA,16,0,607107,2440878,0,0,1,0.935545563697815
126346,0,1,714,858458,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9586.07,14.8,56,5,0,78546,117656,0,0,1,0.850560963153839
248094,0,1,725,557745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8319.72,16.1,NA,7,0,211679,441628,0,0,1,0.850004255771637
220858,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12974.34,21.8,14,11,0,25365,114730,0,0,1,0.738427698612213
335082,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12290.91,10.9,23,9,0,137750,301510,0,0,1,0.731349468231201
210892,0,1,746,739898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7645.6,10.5,28,10,0,74765,250206,0,0,1,0.870002210140228
443916,0,1,738,2396147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36541.18,15.7,78,16,0,539961,897006,0,0,1,0.792583763599396
390170,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3279.4,27.7,12,9,0,105412,266508,0,0,1,0.856449127197266
436700,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12584.27,18,NA,4,0,489744,851466,0,0,1,0.735384345054626
756448,0,1,741,1530583,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21683.18,22.1,NA,7,0,861156,1140876,0,0,1,0.837508022785187
178310,0,1,716,1308929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20288.39,14.8,61,11,0,231344,401038,0,0,1,0.854417026042938
99999999,0,1,708,805391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18792.52,17.9,44,10,0,99180,219164,0,0,1,0.999081492424011
268884,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35680.86,21.7,NA,14,1,1136485,1638780,1,0,1,0.670270204544067
310244,0,1,745,1456217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20022.77,14.7,NA,7,0,154261,472538,0,0,1,0.863237202167511
99999999,1,0,737,1553744,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27967.43,28.5,28,16,0,346617,707850,0,0,1,0.998999834060669
661892,0,1,742,1849023,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27735.25,11.8,NA,15,0,201134,684992,0,0,1,0.889482617378235
225522,0,1,743,1685547,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18681.56,13.6,NA,7,0,101973,219076,0,0,1,0.893173038959503
229944,0,1,708,584934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,872.48,16.2,NA,10,0,76304,552222,0,0,1,0.857179760932922
72424,0,1,737,786695,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7604.75,17.5,45,16,0,166136,307296,0,0,1,0.835324645042419
537922,0,1,742,2032506,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27608.14,18.2,26,10,0,1172718,1398430,0,0,1,0.905124545097351
359700,0,1,713,1941610,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26697.09,22.2,72,9,0,539030,762058,0,0,1,0.892627120018005
320584,1,0,606,894349,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21091.52,13.8,NA,9,0,34238,72732,0,0,1,0.629122793674469
99999999,0,1,709,1465394,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35413.91,15.2,NA,19,0,211489,1475166,0,0,1,0.999401152133942
620796,1,0,713,2393525,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21142.82,18.3,49,10,0,132544,534732,0,0,1,0.737200915813446
257642,0,1,741,3152157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11163.83,20.6,28,15,0,284278,901802,0,0,1,0.828720510005951
87208,0,1,707,1977254,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45311.77,22.6,41,13,0,316160,416460,0,0,1,0.907393634319305
44330,0,1,675,765700,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10336.95,21.7,10,4,0,38722,53196,0,0,1,0.858282148838043
123156,0,1,731,1063715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7694.05,13.6,33,6,0,114,67188,0,0,1,0.776617705821991
782254,1,0,634,3223445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24740.09,15.1,65,10,1,44327,255310,1,0,0,0.273548454046249
21670,0,1,713,805068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7782.4,17.4,36,21,0,87799,612370,0,0,1,0.861665844917297
270028,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17509.26,21.5,49,10,0,227335,427306,0,0,1,0.781547963619232
393228,0,1,683,1320690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25643.54,15.3,NA,14,0,146338,382470,0,0,1,0.646455347537994
125422,0,1,735,928511,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14546.59,15.9,55,17,0,73549,197120,0,0,1,0.82550710439682
99999999,1,0,707,2012803,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53339.46,17,NA,13,0,953857,1434378,0,0,1,0.99848735332489
389224,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17268.34,12.1,NA,6,0,339226,458348,0,0,1,0.706171452999115
431640,0,1,722,2329875,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21551.32,22.6,55,12,0,238621,325820,0,0,1,0.94743937253952
75064,0,1,697,375858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9333.94,11.7,37,2,0,19950,54384,0,0,1,0.79497891664505
80938,1,0,695,431034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7708.3,11.4,NA,6,0,89547,148324,0,0,1,0.803187191486359
298298,1,0,701,1217843,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11467.83,13.4,17,7,0,75316,192940,0,0,1,0.821862518787384
295966,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15682.22,18.6,36,8,0,62814,246576,0,0,1,0.633720934391022
108064,0,1,731,597303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5475.23,12.8,20,15,1,32110,97328,0,1,1,0.783454120159149
256982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15095.88,19.8,NA,11,0,338732,1431430,0,0,1,0.772019863128662
216722,0,1,710,580222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14070.45,19.1,15,11,0,56544,382888,0,0,1,0.900113224983215
427790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17395.26,26.5,6,22,0,2660095,11536008,0,0,0,0.493422389030457
354860,0,1,7350,1436552,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36512.11,16.3,NA,19,0,2092280,4017640,0,0,0,0.0722062885761261
354882,0,1,732,948214,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18727.35,8.5,51,9,0,0,0,0,0,1,0.758799731731415
475244,0,1,736,1772339,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34412.61,19.2,NA,22,0,537852,777524,0,0,1,0.808060944080353
140976,0,1,707,1311114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12674.14,8.4,14,12,0,150936,232078,0,0,1,0.787629961967468
110924,0,1,701,728061,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4538.34,28.9,42,9,1,97071,226138,1,0,1,0.801400542259216
112222,0,1,732,1259947,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24988.99,15.4,NA,19,0,725135,1367476,0,0,1,0.671385586261749
179300,0,1,706,1025924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7395.18,17.9,NA,10,0,177004,513656,0,0,1,0.85822981595993
270160,0,1,709,1555416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12598.9,21.2,12,5,0,239229,352418,0,0,1,0.85847932100296
99999999,1,0,701,1381813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38230.28,17.7,NA,13,0,347947,489566,0,0,1,0.998957991600037
340186,1,0,652,1700424,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20688.53,31.5,33,9,0,193971,271260,0,0,1,0.783408582210541
99999999,0,1,746,846944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15456.88,41.4,48,19,0,203471,1095842,0,0,1,0.999474167823792
238656,0,1,737,993111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8226.24,15.4,NA,4,0,220457,312818,0,0,1,0.694029808044434
222530,0,1,708,768740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17168.4,14.4,NA,19,0,406885,651662,0,0,1,0.800312697887421
99999999,0,1,746,1172908,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257.77,20.8,50,10,0,14611,144540,0,0,1,0.99967497587204
162184,0,1,731,465006,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3754.97,10.3,NA,4,0,130188,268224,0,0,1,0.764991581439972
533544,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29070.57,22.4,NA,8,0,457881,1084226,0,0,1,0.817451775074005
228778,0,1,7400,676305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10764.45,12.5,NA,10,0,285570,387200,0,0,0,0.0482894256711006
300916,0,1,737,1386050,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22638.88,17,NA,9,0,255417,332310,0,0,1,0.757533073425293
235972,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22058.05,14.7,NA,6,0,322981,408276,0,0,1,0.587932288646698
328262,0,1,749,2097828,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23076.07,23,64,9,1,323912,713042,0,0,1,0.924561440944672
523248,0,1,663,1788983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13536.55,15.5,49,17,0,165528,426888,0,0,1,0.748403429985046
99999999,1,0,720,1704452,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20169.26,22.6,73,9,0,635265,793496,0,0,1,0.999534726142883
245938,0,1,707,1024043,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17152.82,14.9,NA,8,0,254391,388586,0,0,1,0.8507359623909
525932,0,1,732,1684407,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12225.93,14.7,NA,7,0,331569,467060,0,0,1,0.771340489387512
448228,0,1,744,1354871,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6153.53,16.9,NA,8,0,54169,285142,0,0,1,0.76372355222702
347710,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21771.15,19.2,NA,7,0,24377,239228,0,0,1,0.780789375305176
182116,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26269.02,29.3,71,26,1,410362,1044318,1,0,1,0.740459561347961
220682,0,1,712,2858835,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22799.24,12.5,20,9,0,339815,496826,0,0,1,0.850421905517578
448756,0,1,706,1162686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25772.93,9.7,NA,11,0,401375,511852,0,0,1,0.841923177242279
186912,0,1,740,484747,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8886.87,10.2,NA,10,0,285323,671484,0,0,1,0.800442099571228
221518,0,1,727,1243531,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24559.59,9.5,NA,13,0,356231,440682,0,0,1,0.664991676807404
395648,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35830.2,15.5,8,10,0,165281,285648,0,0,1,0.730762779712677
527054,1,0,744,2465554,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20135.44,26,NA,10,0,453150,1097690,0,0,1,0.717509508132935
458964,1,0,704,1581731,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28339.26,23.7,35,13,0,2203791,5406258,0,0,1,0.793228089809418
79178,0,1,676,382508,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6215.85,5.9,NA,10,0,59166,110682,0,0,1,0.870571434497833
220594,1,0,744,609634,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6401.29,27.7,5,20,0,373692,1456884,0,0,1,0.732744812965393
218350,0,1,733,1470429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30388.79,11.8,NA,18,1,343938,502216,1,0,1,0.642371535301209
351538,0,1,698,1214423,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27931.71,20.2,27,15,0,472283,654896,0,0,1,0.846492111682892
126170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13301.14,7.7,46,7,0,104234,179322,0,0,1,0.629132747650146
333960,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10927.85,11.9,19,16,0,175731,929104,0,0,1,0.517675995826721
156486,0,1,719,637089,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6795.73,17,66,11,0,285950,453574,0,0,1,0.890925228595734
128040,0,1,730,1551920,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14096.67,22.6,NA,10,0,360867,426800,0,0,1,0.88140857219696
99999999,0,1,745,1713420,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6625.3,33.1,NA,8,0,44688,522588,0,0,1,0.999524295330048
99999999,0,1,750,1401782,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16821.27,18,57,12,0,255816,881562,0,0,1,0.999872624874115
219670,0,1,744,1271100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15570.88,31.8,50,7,1,166459,338140,1,0,1,0.845216155052185
328504,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10268.17,16.7,NA,8,0,79724,566324,0,0,1,0.728641271591187
88220,0,1,746,1047622,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2706.36,13.1,NA,5,0,73302,297792,0,0,1,0.90918231010437
524348,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14702.01,17.9,NA,8,1,302024,434962,1,0,1,0.686111450195313
336006,0,1,721,1166942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24603.1,17.2,33,8,0,145293,199320,0,0,1,0.887796938419342
99999999,0,1,745,1663089,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33400.67,12,NA,14,0,622383,1168002,0,0,1,0.99940025806427
184514,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9197.52,19.2,22,11,0,147592,401170,0,0,1,0.727940320968628
258302,0,1,730,743584,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7807.67,10.8,NA,10,0,155591,488246,0,0,1,0.821217358112335
769010,0,1,729,2808352,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22981.64,33.8,50,11,0,372077,474474,0,0,1,0.78410130739212
